Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)",0.9850536779263607,1.2706207833675398,0.0405,1.0,1.0,4/24,0.57%,RPS27A;UBC;UBA52;UBB
prerank,regulation of neuron migration (GO:2001222),0.9917059404718901,1.2704320655951031,0.025,1.0,1.0,2/28,0.48%,COL3A1;MDK
prerank,negative regulation of lymphocyte activation (GO:0051250),0.9847959109579819,1.2701150821627303,0.048,1.0,1.0,1/22,0.21%,LGALS3
prerank,positive regulation of fatty acid metabolic process (GO:0045923),0.9800148879931175,1.2699314435643425,0.062031015507753876,1.0,1.0,2/18,0.85%,APOA1;APOA4
prerank,negative regulation of cytokine production involved in immune response (GO:0002719),0.983970945617844,1.2698809974104088,0.051,1.0,1.0,1/17,0.16%,APOA1
prerank,negative regulation of natural killer cell mediated cytotoxicity (GO:0045953),0.9770405352957433,1.2698229514871449,0.058,1.0,1.0,4/16,1.53%,HLA-A;HLA-B;CEACAM1;HLA-E
prerank,positive regulation of Rho protein signal transduction (GO:0035025),0.994083626232507,1.269515180749062,0.011,1.0,1.0,2/31,0.16%,COL3A1;APOA1
prerank,regulation of lipoprotein lipase activity (GO:0051004),0.9855450197028386,1.2692785066349026,0.0425,1.0,1.0,3/21,0.85%,APOA1;APOC3;APOA4
prerank,receptor clustering (GO:0043113),0.9851936493912938,1.2688552990378337,0.04,1.0,1.0,2/28,0.41%,PIGR;FLNA
prerank,negative regulation of fatty acid metabolic process (GO:0045922),0.9796537446392852,1.2686993149604011,0.0635,1.0,1.0,3/17,1.07%,APOC3;CEACAM1;ACADVL
prerank,triglyceride catabolic process (GO:0019433),0.9848472427486081,1.2682009221311665,0.039,1.0,1.0,2/22,0.23%,FABP1;APOC3
prerank,negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804),0.9841572647121721,1.2681240896880355,0.0495,1.0,1.0,2/17,0.68%,APOA1;GSTP1
prerank,embryonic skeletal system development (GO:0048706),0.9904426847695026,1.2670980331242216,0.025,1.0,1.0,1/34,0.05%,COL1A1
prerank,negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051),0.9825824898689904,1.2668717825595581,0.0475,1.0,1.0,6/24,1.06%,RPL11;RPL5;RPS7;RPL23;EFNA1;HSP90AB1
prerank,peptide cross-linking (GO:0018149),0.9894992090895256,1.2668596245127517,0.0325,1.0,1.0,2/30,0.55%,COL3A1;FN1
prerank,cytoplasmic pattern recognition receptor signaling pathway (GO:0002753),0.9850175107498897,1.2667918647582666,0.0395,1.0,1.0,4/27,0.57%,RPS27A;UBC;UBA52;UBB
prerank,cellular response to zinc ion (GO:0071294),0.9779842659785721,1.2665846563924157,0.060030015007503754,1.0,1.0,5/18,1.34%,MT1G;MT1H;MT2A;MT1E;MT1F
prerank,detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580),0.9996644374861793,1.2665511581361697,0.0,1.0,1.0,1/39,0.03%,PIGR
prerank,negative regulation of lipid biosynthetic process (GO:0051055),0.980402236950085,1.266494821114631,0.065,1.0,1.0,3/22,1.07%,APOC3;CEACAM1;ACADVL
prerank,sensory perception of bitter taste (GO:0050913),0.9996644294658575,1.2661175799436148,0.0,1.0,1.0,1/40,0.03%,PIGR
prerank,transition metal ion homeostasis (GO:0055076),0.9918058038637951,1.2659159766773975,0.0205,1.0,1.0,2/29,0.07%,FTL;B2M
prerank,positive regulation of embryonic development (GO:0040019),0.9785527526684121,1.265640880861592,0.057,1.0,1.0,2/19,0.47%,RACK1;CFL1
prerank,maturation of SSU-rRNA (GO:0030490),0.9913562392663559,1.2653628062785605,0.0195,1.0,1.0,5/34,0.39%,RPS8;RPS19;RPS28;RPS14;RPS16
prerank,regulation of endothelial cell chemotaxis (GO:2001026),0.9731848391924678,1.264046797165426,0.062031015507753876,1.0,1.0,2/15,0.72%,TMSB4X;HSPB1
prerank,mucosal immune response (GO:0002385),0.9844751071017638,1.2639704403735414,0.0445,1.0,1.0,3/23,0.85%,PIGR;RPL39;APOA4
prerank,regulation of response to cytokine stimulus (GO:0060759),0.9709418733205448,1.2638810119608834,0.074,1.0,1.0,3/21,1.66%,APOA1;CD24;KLF4
prerank,regulation of tissue remodeling (GO:0034103),0.9796478923191365,1.2638072497559953,0.0535,1.0,1.0,3/20,0.49%,CST3;MDK;CEACAM1
prerank,high-density lipoprotein particle remodeling (GO:0034375),0.9784253347828176,1.2637951811707442,0.0635,1.0,1.0,4/18,1.15%,APOA1;APOC3;APOA4;APOE
prerank,membrane repolarization (GO:0086009),0.9740038969870126,1.2635207475553114,0.05552776388194097,1.0,1.0,3/16,1.35%,ATP1A1;ATP1B3;ATP1B1
prerank,negative regulation of neuron differentiation (GO:0045665),0.9848057434264091,1.2631671139167986,0.0405,1.0,1.0,2/24,0.92%,B2M;CALR
prerank,regulation of transmembrane transport (GO:0034762),0.9867379614881081,1.2631258089567248,0.035,1.0,1.0,1/34,0.10%,ACTB
prerank,cellular response to copper ion (GO:0071280),0.9761239425215816,1.262952509886064,0.068,1.0,1.0,6/19,1.40%,MT1G;MT1H;MT2A;MT1E;MT1F;AOC1
prerank,membrane repolarization during cardiac muscle cell action potential (GO:0086013),0.9683664456998817,1.2629386234712698,0.064,1.0,1.0,3/15,2.08%,ATP1A1;ATP1B1;YWHAE
prerank,detection of chemical stimulus involved in sensory perception of taste (GO:0050912),0.9996591085215412,1.2622140794919576,0.0,1.0,1.0,1/43,0.03%,PIGR
prerank,negative regulation of cell development (GO:0010721),0.9807935076607321,1.2612381972828082,0.0605,1.0,1.0,1/26,0.07%,B2M
prerank,negative regulation of interleukin-1 beta production (GO:0032691),0.9823791071689688,1.26116709376041,0.05,1.0,1.0,2/26,0.68%,APOA1;GSTP1
prerank,"nucleotide-excision repair, DNA duplex unwinding (GO:0000717)",0.976797663278865,1.2611658170437465,0.0605,1.0,1.0,4/22,0.57%,RPS27A;UBC;UBA52;UBB
prerank,acylglycerol homeostasis (GO:0055090),0.9803025283929857,1.2607596356015145,0.057,1.0,1.0,4/24,1.15%,APOA1;APOC3;APOA4;APOE
prerank,"protein alpha-1,2-demannosylation (GO:0036508)",0.9768745978387361,1.2607470873372773,0.0655,1.0,1.0,4/23,0.57%,RPS27A;UBC;UBA52;UBB
prerank,regulation of protein localization to cell periphery (GO:1904375),0.9738206566009351,1.2607214202267052,0.0665,1.0,1.0,4/20,1.73%,ACTB;MISP;SPTBN1;VAMP8
prerank,regulation of ubiquitin protein ligase activity (GO:1904666),0.9755154257481785,1.260572273369207,0.0675,1.0,1.0,5/21,1.29%,RPL11;RPL5;RPS7;RPL23;SKP1
prerank,positive regulation of signal transduction by p53 class mediator (GO:1901798),0.9814071896235902,1.260389825916657,0.068,1.0,1.0,7/22,0.98%,RPL37;RPS15;RPS7;RPL23;RPS20;UBB;DDX5
prerank,nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423),0.9811561622153471,1.259876232385451,0.053,1.0,1.0,4/28,0.57%,RPS27A;UBC;UBA52;UBB
prerank,negative regulation of lipid metabolic process (GO:0045833),0.9763225791127285,1.2598276261866141,0.072,1.0,1.0,2/24,0.49%,APOC3;CEACAM1
prerank,cardiac muscle cell contraction (GO:0086003),0.9746356047820122,1.2597924257747486,0.069,1.0,1.0,2/19,0.61%,ATP1A1;GSN
prerank,reverse cholesterol transport (GO:0043691),0.9738835192176403,1.2594933654137304,0.071,1.0,1.0,4/17,1.15%,APOA1;APOC3;APOA4;APOE
prerank,"positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)",0.9727653613884735,1.259436047925476,0.071,1.0,1.0,2/15,0.98%,RPL26;DDX5
prerank,stress-activated protein kinase signaling cascade (GO:0031098),0.9716923155801264,1.259017852010936,0.068,1.0,1.0,5/27,1.29%,RPS27A;UBC;UBA52;UBB;SKP1
prerank,"nucleotide-excision repair, DNA damage recognition (GO:0000715)",0.9711336322404157,1.2589303910142666,0.065,1.0,1.0,4/23,0.57%,RPS27A;UBC;UBA52;UBB
prerank,vitamin transport (GO:0051180),0.981281844851265,1.258709586186868,0.05,1.0,1.0,2/30,0.79%,APOA1;AMN
prerank,positive regulation of antigen receptor-mediated signaling pathway (GO:0050857),0.973168619274704,1.2584601754609261,0.07,1.0,1.0,2/21,0.62%,RPS3;CD81
prerank,morphogenesis of an epithelium (GO:0002009),0.9833734902344227,1.258274359588467,0.0435,1.0,1.0,2/30,0.10%,ACTG1;ACTB
prerank,positive regulation of collagen biosynthetic process (GO:0032967),0.9737558711233185,1.2582649574756364,0.0705,1.0,1.0,1/16,0.30%,VIM
prerank,negative regulation of RNA metabolic process (GO:0051253),0.969485107144145,1.2582538557052905,0.058,1.0,1.0,4/19,1.84%,RPS13;RPS26;TMBIM6;PTBP1
prerank,cellular response to hydrogen peroxide (GO:0070301),0.9782704425595459,1.257863608338083,0.0585,1.0,1.0,2/35,0.28%,FABP1;RPS3
prerank,transition metal ion transport (GO:0000041),0.9877453070960072,1.2576236929021816,0.0295,1.0,1.0,1/36,0.02%,FTH1
prerank,retina homeostasis (GO:0001895),0.9874609334918418,1.257182308541387,0.035,1.0,1.0,5/36,0.72%,PIGR;B2M;ACTG1;ACTB;HSPB1
prerank,regulation of water loss via skin (GO:0033561),0.9738095555539107,1.2570919918990096,0.0605,1.0,1.0,4/19,2.05%,CLDN4;STMN1;SFN;LSR
prerank,establishment of skin barrier (GO:0061436),0.9738095555539107,1.2570919918990096,0.0605,1.0,1.0,4/19,2.05%,CLDN4;STMN1;SFN;LSR
prerank,positive regulation of endothelial cell chemotaxis (GO:2001028),0.9669748582965053,1.2565406113256272,0.073,1.0,1.0,2/15,0.72%,TMSB4X;HSPB1
prerank,positive regulation of triglyceride metabolic process (GO:0090208),0.9655650366849554,1.2559774242268,0.0805,1.0,1.0,2/19,0.85%,APOA1;APOA4
prerank,negative regulation of lipid catabolic process (GO:0050995),0.9709148942777299,1.2558835814840001,0.081,1.0,1.0,1/18,0.23%,APOC3
prerank,MyD88-dependent toll-like receptor signaling pathway (GO:0002755),0.9812299597891124,1.2558643109535397,0.0505,1.0,1.0,4/29,0.57%,RPS27A;UBC;UBA52;UBB
prerank,positive regulation of alpha-beta T cell proliferation (GO:0046641),0.9668613343884771,1.2556942340283734,0.071,1.0,1.0,3/16,1.53%,HLA-A;CD81;HLA-E
prerank,regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229),0.9764012837813927,1.2556147152418524,0.06803401700850426,1.0,1.0,2/16,0.28%,TPT1;RPS3
prerank,global genome nucleotide-excision repair (GO:0070911),0.9750054737556636,1.2555309511180108,0.0675,1.0,1.0,4/26,0.57%,RPS27A;UBC;UBA52;UBB
prerank,negative regulation of T cell receptor signaling pathway (GO:0050860),0.9737733350172979,1.255069589148401,0.0715,1.0,1.0,4/19,1.03%,LGALS3;CEACAM1;EZR;PHPT1
prerank,hydrogen peroxide catabolic process (GO:0042744),0.9741314176442392,1.2550582560426407,0.069,1.0,1.0,9/20,2.17%,HBG2;HBA1;HBB;APOA4;PRDX5;PRDX2;PXDN;PRDX1;HBG1
prerank,positive regulation of response to wounding (GO:1903036),0.9790037626202966,1.2546727705957172,0.068,1.0,1.0,8/28,1.44%,ACTG1;CLDN4;CLDN3;MDK;MYLK;ITGB1;GRN;PTN
prerank,negative regulation of interleukin-8 production (GO:0032717),0.9672719718620607,1.2543523765342866,0.0665,1.0,1.0,3/18,2.45%,TMSB4X;KLF4;ANXA4
prerank,regulation of sodium ion transmembrane transport (GO:1902305),0.971206325261204,1.2542463037006375,0.07953976988494248,1.0,1.0,1/28,0.10%,FXYD3
prerank,regulation of cellular senescence (GO:2000772),0.9804805258414926,1.2537410512899476,0.0515,1.0,1.0,1/31,0.07%,B2M
prerank,response to copper ion (GO:0046688),0.9727944657470311,1.2536234098185672,0.078,1.0,1.0,7/23,1.52%,MT1G;MT1H;MT2A;MT1E;MT1F;AOC1;ATP5F1D
prerank,TRIF-dependent toll-like receptor signaling pathway (GO:0035666),0.977424150595795,1.2534119469229277,0.0625,1.0,1.0,4/30,0.57%,RPS27A;UBC;UBA52;UBB
prerank,positive regulation of collagen metabolic process (GO:0010714),0.9715584961492177,1.2529527671019902,0.073,1.0,1.0,1/17,0.30%,VIM
prerank,defense response to fungus (GO:0050832),0.9687125311745528,1.2527477363678443,0.0795,1.0,1.0,2/24,1.68%,GAPDH;RARRES2
prerank,negative regulation of interleukin-1 production (GO:0032692),0.9804179948067712,1.2526653125094513,0.062,1.0,1.0,3/30,0.68%,APOA1;CEACAM1;GSTP1
prerank,negative regulation of biosynthetic process (GO:0009890),0.967259982745393,1.2524326565440453,0.067,1.0,1.0,4/17,1.85%,CEACAM1;GSTP1;EMILIN1;PARK7
prerank,positive regulation of JUN kinase activity (GO:0043507),0.9700371018046311,1.2522914063976276,0.086,1.0,1.0,1/23,0.28%,RPS3
prerank,MyD88-independent toll-like receptor signaling pathway (GO:0002756),0.9774218909374944,1.2521125751085598,0.0625,1.0,1.0,4/31,0.57%,RPS27A;UBC;UBA52;UBB
prerank,DNA methylation or demethylation (GO:0044728),0.9640761504631087,1.2514579171399236,0.072,1.0,1.0,1/19,0.28%,FOS
prerank,DNA alkylation (GO:0006305),0.9640761504631087,1.2514579171399236,0.072,1.0,1.0,1/19,0.28%,FOS
prerank,regulation of collagen biosynthetic process (GO:0032965),0.9693547014551258,1.2514571940982526,0.071,1.0,1.0,2/19,0.88%,VIM;EMILIN1
prerank,regulation of fatty acid biosynthetic process (GO:0042304),0.9752607901158946,1.2513944441107057,0.0745,1.0,1.0,5/29,1.07%,APOA1;APOC3;CEACAM1;APOA4;ACADVL
prerank,positive regulation of lipid catabolic process (GO:0050996),0.9703595374110813,1.251022724899395,0.081,1.0,1.0,2/21,0.85%,APOA1;APOA4
prerank,ribosomal small subunit biogenesis (GO:0042274),0.9847603210853927,1.2509110720559873,0.0395,1.0,1.0,14/39,1.07%,RPS27;RPS19;RPS24;RPS28;RPS6;RPS15;RPS14;RPS7;RPSA;RPS16;RPS25;RPS5;RPS17;NPM1
prerank,positive regulation of activated T cell proliferation (GO:0042104),0.9666782670137404,1.250613609650985,0.0775,1.0,1.0,4/20,1.85%,RPS3;CD24;HMGB1;IGFBP2
prerank,maturation of LSU-rRNA (GO:0000470),0.9747440744655135,1.2504894229398433,0.0795,1.0,1.0,4/26,0.40%,RPL7A;RPL35;RPL10A;RPL7
prerank,lymphocyte activation involved in immune response (GO:0002285),0.9747530486764011,1.2502273677737885,0.0765,1.0,1.0,2/24,0.98%,MDK;CD74
prerank,"nucleotide-excision repair, preincision complex assembly (GO:0006294)",0.9736631213959293,1.2498912573708405,0.0685,1.0,1.0,4/29,0.57%,RPS27A;UBC;UBA52;UBB
prerank,positive chemotaxis (GO:0050918),0.96436611670711,1.2497439493039144,0.076,1.0,1.0,1/18,0.21%,LGALS3
prerank,regulation of cell-substrate junction assembly (GO:0090109),0.9645692963275467,1.2496281525714108,0.0825,1.0,1.0,1/21,0.10%,ACTG1
prerank,actin-myosin filament sliding (GO:0033275),0.9797756014006213,1.2495325252846874,0.0565,1.0,1.0,5/38,0.47%,MYL6;VIM;TPM2;DES;TPM1
prerank,muscle filament sliding (GO:0030049),0.9797756014006213,1.2495325252846874,0.0565,1.0,1.0,5/38,0.47%,MYL6;VIM;TPM2;DES;TPM1
prerank,killing by host of symbiont cells (GO:0051873),0.9692321459223555,1.2493611460075429,0.0830415207603802,1.0,1.0,2/16,1.90%,GAPDH;ROMO1
prerank,acylglycerol catabolic process (GO:0046464),0.9776993100382239,1.2492145282763791,0.0515,1.0,1.0,2/34,0.23%,FABP1;APOC3
prerank,cellular response to cadmium ion (GO:0071276),0.9730634807364312,1.249164829550226,0.082,1.0,1.0,7/27,1.34%,MT1G;MT1H;FOS;MT2A;MT1E;JUN;MT1F
prerank,response to zinc ion (GO:0010043),0.9715658303434566,1.2482281431753803,0.083,1.0,1.0,5/29,1.34%,MT1G;MT1H;MT2A;MT1E;MT1F
prerank,negative regulation of antigen receptor-mediated signaling pathway (GO:0050858),0.9726412441470379,1.248159131248249,0.0795,1.0,1.0,4/25,1.03%,LGALS3;CEACAM1;EZR;PHPT1
prerank,regulation of transport (GO:0051049),0.9808937607812994,1.2478154497290872,0.053,1.0,1.0,3/37,0.48%,ACTG1;ACTB;CLDN3
prerank,JNK cascade (GO:0007254),0.9759556639318214,1.247734756911351,0.0605,1.0,1.0,4/41,0.57%,RPS27A;UBC;UBA52;UBB
prerank,mononuclear cell differentiation (GO:1903131),0.9723474813496256,1.2472517649930979,0.075,1.0,1.0,2/26,1.25%,MT1G;MYH9
prerank,response to cadmium ion (GO:0046686),0.9729143973942774,1.2471097060802787,0.081,1.0,1.0,7/29,1.34%,MT1G;MT1H;FOS;MT2A;MT1E;JUN;MT1F
prerank,cholesterol efflux (GO:0033344),0.9704569744693274,1.2468459456785244,0.087,1.0,1.0,4/24,1.15%,APOA1;APOC3;APOA4;APOE
prerank,cellular zinc ion homeostasis (GO:0006882),0.9678386448205044,1.246840259780533,0.0905,1.0,1.0,7/28,2.25%,MT1G;MT1H;MT2A;MT1E;MT1F;SLC39A5;MT1X
prerank,mitochondrial ATP synthesis coupled proton transport (GO:0042776),0.9613105145202535,1.2468364481700314,0.0935,1.0,1.0,15/16,3.19%,ATP5F1E;ATP5ME;ATP5F1B;ATP5MG;ATP5MC2;ATP5F1A;ATP5PF;ATP5MC3;ATP5F1D;ATP5PO;ATP5MF;ATP5MC1;ATP5PB;ATP5PD;ATP5F1C
prerank,triglyceride homeostasis (GO:0070328),0.9746697093767055,1.246236782779379,0.075,1.0,1.0,4/30,1.15%,APOA1;APOC3;APOA4;APOE
prerank,positive regulation of T cell mediated immunity (GO:0002711),0.9788343119987385,1.2460117480260204,0.068,1.0,1.0,3/34,0.39%,B2M;HLA-A;HLA-B
prerank,negative regulation of response to wounding (GO:1903035),0.9643899175628534,1.245717812645425,0.082,1.0,1.0,2/21,0.48%,CLDN3;MDK
prerank,hydrogen peroxide metabolic process (GO:0042743),0.9729523415239107,1.2454788776430672,0.0795,1.0,1.0,12/28,2.17%,HBG2;HBA1;HBB;APOA4;PRDX5;CYBA;PRDX2;PXDN;PARK7;SOD1;PRDX1;HBG1
prerank,ribosome assembly (GO:0042255),0.9870198747435751,1.2450793561566165,0.0335,1.0,1.0,15/49,0.43%,RPL10;RPS27;RPL11;RPS19;RPS28;RPS15;RPS14;RPL3;RPL5;RPLP0;RPL6;RPSA;RPL24;RPS5;RPL23A
prerank,dermatan sulfate proteoglycan biosynthetic process (GO:0050651),0.9531768755336707,1.2447625051320501,0.0795,1.0,1.0,2/15,1.27%,DCN;VCAN
prerank,regulation of protein localization to membrane (GO:1905475),0.9670155196721858,1.244718685610291,0.082,1.0,1.0,5/30,1.89%,ACTB;GSN;SPTBN1;VAMP8;GPC3
prerank,monocyte chemotaxis (GO:0002548),0.9817372900168791,1.2443690760709478,0.0515,1.0,1.0,3/41,0.98%,RPS19;LGALS3;CCL21
prerank,sarcomere organization (GO:0045214),0.9745080940566033,1.2442389221653478,0.0765,1.0,1.0,4/28,2.05%,KRT19;TPM1;CSRP1;WDR1
prerank,regulation of heterotypic cell-cell adhesion (GO:0034114),0.964687753917861,1.24377627478712,0.0815,1.0,1.0,3/25,1.66%,APOA1;CEACAM6;KLF4
prerank,endocrine system development (GO:0035270),0.9617271188397511,1.2437307436851104,0.0985,1.0,1.0,1/24,0.48%,MDK
prerank,membrane raft organization (GO:0031579),0.9570674369646058,1.24348595772872,0.079,1.0,1.0,2/15,0.91%,S100A10;ANXA2
prerank,DNA methylation (GO:0006306),0.9612774063361681,1.2431960896173788,0.0845,1.0,1.0,1/23,0.28%,FOS
prerank,zinc ion homeostasis (GO:0055069),0.9677105551690741,1.243164720085792,0.0915,1.0,1.0,7/30,2.25%,MT1G;MT1H;MT2A;MT1E;MT1F;SLC39A5;MT1X
prerank,sterol transport (GO:0015918),0.9645229704424154,1.242397182177989,0.0915,1.0,1.0,6/21,2.77%,APOA1;APOB;NPC2;APOA2;LDLR;CAV1
prerank,substantia nigra development (GO:0021762),0.9744391128105272,1.2423240941463376,0.068,1.0,1.0,13/42,2.08%,CKB;ACTB;CALM2;DYNLL1;COX6B1;CALM1;ATP5PF;RHOA;YWHAQ;HSPA5;CDC42;CALM3;YWHAE
prerank,negative regulation of endocytosis (GO:0045806),0.9688748768168327,1.242251144501392,0.0855,1.0,1.0,3/25,1.43%,LGALS3;APOC3;RAC1
prerank,platelet aggregation (GO:0070527),0.9739970211895743,1.2418279357244677,0.0685,1.0,1.0,13/36,1.56%,ACTG1;ACTB;MYL9;FLNA;GNAS;PPIA;FN1;HSPB1;HBB;CSRP1;MYH9;CLIC1;MYL12A
prerank,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230),0.9700930809605424,1.2416039176496763,0.086,1.0,1.0,5/25,1.36%,TPT1;MUC1;CD74;MIF;CXCL12
prerank,cellular response to cAMP (GO:0071320),0.9684214785257542,1.2413171723519172,0.0855,1.0,1.0,5/31,1.24%,SLC26A3;EZR;IGFBP5;AQP8;ZFP36L1
prerank,positive regulation of epithelial to mesenchymal transition (GO:0010718),0.9762583727663534,1.2412774195788117,0.065,1.0,1.0,2/42,0.48%,COL1A1;MDK
prerank,regulation of actin filament bundle assembly (GO:0032231),0.9656279820882487,1.2406992162404495,0.0815,1.0,1.0,6/26,2.50%,ACTG1;PFN1;RAC1;CDC42;VIL1;SYNPO2
prerank,positive regulation of cytokine production involved in immune response (GO:0002720),0.9777418532729456,1.2405123567480796,0.0705,1.0,1.0,2/33,0.37%,B2M;HLA-A
prerank,aggrephagy (GO:0035973),0.9686645114930481,1.2404655738555608,0.0885,1.0,1.0,6/29,0.75%,RPS27A;VIM;UBC;UBA52;UBB;DYNLL1
prerank,maintenance of blood-brain barrier (GO:0035633),0.9691133402181813,1.2403807337837895,0.0805,1.0,1.0,3/30,0.48%,ACTG1;ACTB;CLDN3
prerank,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338),0.9641095789039209,1.2401430652337289,0.085,1.0,1.0,2/20,0.52%,CLDN4;CLDN7
prerank,negative regulation of NIK/NF-kappaB signaling (GO:1901223),0.9618025806275786,1.2397830058393904,0.09,1.0,1.0,1/23,0.18%,TMSB4X
prerank,innate immune response in mucosa (GO:0002227),0.9609936342302432,1.2396678773225815,0.087,1.0,1.0,3/16,1.58%,RPL39;APOA4;DEFA3
prerank,epidermal growth factor receptor signaling pathway (GO:0007173),0.9842388350171011,1.23948448235186,0.039,1.0,1.0,1/47,0.03%,PIGR
prerank,ATP synthesis coupled proton transport (GO:0015986),0.9596635866749339,1.239015117490785,0.101,1.0,1.0,15/18,3.19%,ATP5F1E;ATP5ME;ATP5F1B;ATP5MG;ATP5MC2;ATP5F1A;ATP5PF;ATP5MC3;ATP5F1D;ATP5PO;ATP5MF;ATP5MC1;ATP5PB;ATP5PD;ATP5F1C
